round,heights,series,VL,dipt,morph,г|ҥ,н|ҥ,нь|й,assim,CL,г|к,ч|с,һ|ч,б|м,к|х,һ|с,г|ҕ,final,Com,Total,SIM,ҺАКАЛЫЫ,САХАЛЫЫ,НЬУУЧЧАЛЫЫ,GROUP,POS,,ҺАКАЛЫЫ_ex,САХАЛЫЫ_ex,НЬУУЧЧАЛЫЫ_ex,Agent
,,,,,,,,,,,,,,,,,,1,17,18,94,улакан,улахан,большой; взрослый,409,adj,физические качества,,,,
,,,,,,,,,,,,,,,,,,,,,100,бөдөӈ,бөдөҥ,"большой, крупный",410,adj,физические качества,бөдөӈ һугун,бөдөҥ отон,крупная ягода,
,,,,,,,,,,,,,,,,,,,,,100,убай,убай,"старший брат, дядя",411,n,отношения,,,,
,,,,,,,,,,,,,,,,,,1,,,99,күөк,күөх,"синий, голубой; зелёный",412,adj,цвет,,,,
,,,,,,,,,,,,,,,,,,,,,50,күөк һүрэк,күөх көппө,лентяй,412,n.cmp,качества человека,,,,
,,,,,,,,,,,,,,,,,,1,17,18,94,курдьэк,курдьэх,лопата,413,n,инструменты,,,,
,,,,,,,,,,,,,,,,,,,,,100,кытыл,кытыл,берег,414,n,природа,кайа кытыл,хайа кытыл,гористый берег,
,,,,,,,,,,,,,,,1,,,,10,12,83,каайыы,хаайыы,тюрьма,415,n,общество,киһилэри каайыыга олордоллор,киһилэри хаайыыга укпуттар,людей в тюрьму сажают,
,,,,,,,,,,,,,,,1,,,,7,9,78,каас,хаас,бровь,416,n,организм,,,,
,,,,,,,,,,,,,,,1,,,,7,9,78,каас,хаас,гусь,417,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,90,курпааскы <sup>рус</sup>,куруппааскы <sup>рус</sup>,куропатка,418,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,0,кабыакай,,куропатка,418,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,0,,хабдьы,куропатка,418,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,0,"курум <sup>эвенк, Монг</sup>",,свадьба,419,n,отношения,минигин курумугар ыгырбатага,,он не пригласил меня на свою свадьбу,
,,,,,,,,,,,,,,,,,,,,,0,"курумнаа <sup>эвенк, Монг</sup>",,справлять свадьбу,419,v,отношения,һарсын курумнуокпут,,завтра сыграем свадьбу,
,,,,,,,,,,,,,,,,,,,,,0,,сыбаайба <sup>рус</sup>,свадьба,419,n,отношения,,,,
,,,,,,,,,,,,,,,,,,,,,0,,сыбаайбалаа <sup>рус</sup>,справлять свадьбу,419,v,отношения,,,,
,,,,,,,,,,,,,,,,,,,,,100,"күтүөт <sup>Тюрк, Тунг</sup>","күтүөт <sup>Тюрк, Тунг</sup>",зять,420,n,отношения,,,,
,,,,,,,,,,,,,,,,,,,,,100,күүс,күүс,сила,421,n,физические качества,,,,
,,,,,,,,,,,,,,,,,,,,,100,кыынньар,кыынньар,кипятить,422,v,,ууну кыынньардым,ууну кыынньардым,я вскипятил воду,
,,,,,,,,,,,,,,,,,,,,,100,кыынньан,кыынньан,"кипеть, закипать",422,v,,уу кыынньынна,уу кыынньынна,вода вскипела,
,,,,,,,,,,,,,,,,,,,,,0,кыынньар,оргут,кипятить,422,v,,,,,
,,,,,,,,,,,,,,,,,,,,,0,кыынньан,оргуй,"кипеть, закипать",422,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,оргууй,оргууй,"осторожно, спокойно",422,adv,наречие,көс оргууй камныыр,көс оргууй камныыр,аргиш медленно двигается,
,,,,,,,,,,,,,,,,,,,14,15,93,мууӈка,муҥха,невод,423,n,рыбалка,мууӈкаларын тардан испиттэр ,муҥхаларын тардан испиттэр ,они потянули невод,
,,,,,,,,,,,,,,,,,,,20,21,95,бэлиэлээк (верх.),бэлиэлээх,горностай,424,n,животные,,,,
,,,,,,,,,,,,,,,,,,,,,100,кырынаас <sup>рус</sup> (ниж.),кырынаас <sup>рус</sup>,горностай,424,n,животные,кырынаас бэргэһэ ,кырынаас бэргэһэ ,горностаевая шапка,
,,,,,,,,,,,,,,,,,,,,,0,горонуок <sup>рус</sup> (ниж.) ,,горностай,424,n,животные,горонуок һуола бүтэн эрэр,,след горностая вот-вот прервётся,
,,,,,,,,,,,,,,,,,,,,,0,күн таксар ыйа,тохсунньу,январь,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,паас түһэр ыйа,олунньу,февраль,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,һырай һылыйар ыйа,кулун тутар,март,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,таба эмийдиир ыйа,муус устар,апрель,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,тугут төрүүр ыйа,ыам ыйа,май,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,көмүөл ыйа,бэс ыйа,июнь,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,кумаар түһэр ыйа ,от ыйа,июль,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,ыргакта ыйа,атырдьах ыйа,август,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,булкааһын ыйа ,балаҕан ыйа,сентябрь,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,буус тоӈор ыйа,алтынньы,октябрь,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,күн түһэр ыйа,сэтинньи,ноябрь,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,караӈа кыһын ыйа,ахсынньы,декабрь,507,n.cmp,время,,,,
,,,,,,,,,,,,,,,,,,,,,95,куогас <sup>рус</sup>,куоҕас <sup>рус</sup>,гагара,426,n,животные,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һаас,саас,весна,427,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,һаһыыр,,весновка,427,n,время,һаһыыр һуурт,,весеннее стойбище,
,,,,,,,,,,,,,,,,,,,,,0,һаһаа,,проводить весну,427,v,время,,,,
,,,,,,,,,,,,,,,,1,,,14,15,93,һайын,сайын,лето,428,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,һайылыыр,,"летовка, весеннее стойбище",428,n,время,һайылыыр һуурт,,летнее стойбище,
,,,,,,,,,,,,,,,,,,,17,18,94,һайылаа,сайылаа,проводить лето,428,v,время,Кара муора кытылыгар һайылыыбын,Хара муора кытылыгар сайылыыбын,я провожу лето на берегу Чёрного моря,
,,,,,,,,,,,,,,,,,,,,,100,күһүн,күһүн,осень ,429,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,күһүлүүр,,осеновка,429,n,время,күһүлүүр һуурт,,осеннее стойбище,
,,,,,,,,,,,,,,,,,,,,,0,күһүлээ,,проводить осень,429,v,время,,,,
,,,,,,,,,,,,,,,,,,,,,100,кыһын,кыһын,зима,430,n,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,кыһылаа,,проводить зиму,430,v,время,,,,
,,,,,,,,,,,,,,,,,,,,,0,кыһылыыр,,зимовка,430,n,время,кыһылыыр һуурт,,зимнее стойбище,
,,,,,,,,,,,,,,,,,,,,,100,кыстаа,кыстаа,зимовать,430,v,время,онно кыстыы каалбыппыт,онно кыстыы хаалбыппыт,мы остались там зимовать,
,,,,,,,,,,,,,,,,,,,,,100,буруо,буруо,дым,431,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,100,кулут,кулут,"слуга, батрак, работник",432,n,занятия,,,,
,,,,,,,,,,,,,,,,,,,,,100,бүт,бүт,"кончать, кончиться",433,v,,бүппэт үлэ,бүппэт үлэ,нескончаемая работа,
,,,,,,,,,,,,,,,,,,,,,0,чэкчэкээ <sup>эвенк</sup>,,"кочка, бугорок",434,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,0,,дулҕа,"кочка, бугорок",434,n,природа,,,,
,,,,,,,,,,,,,,,,,,,,,100,дүӈүр,дүҥүр,бубен,435,n,духовная культура,,,,
,,,,,,,,,,,,,,,,,,,,,100,догор,доҕор,друг,436,n,отношения,,,,
,,,,,,,,,,,,,,,,,,,,,100,күл,күл,"смеяться, хохотать",437,v,,,,,
,,,,,,,,,,,,,,,1,,,,13,15,87,калаан,халлаан,"1. небо
2. погода",438,n,природа,,,,
,,,,,,,,,,,,,,,,,,,8,15,53,кээс,кэбис,"1. оставлять
2. вспомогательный глагол, обозначающий категорическую законченность кратковременного действия",440,v,,"дьиэгэ кээс 
гинини ытан кээспитэ","дьиэҕэ кэбис
кинини ытан кэбиспитэ","оставь дома
он его застрелил",
,,,,,,,,,,,,,,,,,,,,,50,барак,кэбис,"бросать, кидать, метать",440,v,,уокка аста баракпыта,уокка аста кэбиспитэ,он бросил еду в огонь,
,1,,,,,,,,,,,,,,,,1,,16,18,89,ытырга,ытарҕа,"серьги, серёжки",441,n,,,,,
,,,,,,,,,,,,,,,,1,,,17,18,94,һотору,сотору,скоро,441,adv,наречие,,,,
,,,,,,,,,,,,,,,,1,,,8,9,89,һуон,суон,толстый,442,adj,,,,,
,,,,,,,,,,,,,,,,,,,,,0,паӈка <sup>нган</sup>,,толстый,442,adj,,,,,
,,,,,,,,,,,,,,,,,,,,,0,паӈкай <sup>нган</sup>,,"толстеть, полнеть",442,v,,паӈкайан тураллар,,они толстеют,
,,,,,,,,,,,,,,,,1,,,11,12,92,һоноо,cоноо,"толстеть, полнеть",442,v,,,,,
,,,,,,,,,,,,,,,,,,,,,100,уой,уой,"толстеть, полнеть, жиреть",442,v,,уойан каалбыккын,уойан хаалбыккын,ты поправился,
,,,,,,,,,,,,,,,,1,,,14,15,93,һөтөл,сөтөл,кашель,443,n,организм,кураанак һөтөл,кураанах сөтөл,сухой кашель ,
,,,,,,,,,,,,,,,,1,,,20,21,95,һөтөллөө,сөтөллөө,кашлять,443,v,организм,токтообокко һөтөллүүр,тохтообокко сөтөллүүр,он беспрестанно кашляет,
,,,1,,,,,,,,,,,,,,,,,,95,кииллэр,киллэр,"вносить, впускать",444,v,,,,,
,,,,,,,,,,,,,,,,,,,,,0,киил,сыҥаах,полоз,445,n,,һырга киилэ,сыарҕа сыҥааҕа,полозья саней,
,,,,,,,,,,,,,,,,,,,,,100,бус,бус,"1. вариться, готовиться
2. зреть, спеть",446,v,,"миин буһа турар
һугун буспут","миин буһа турар
отон буспут","суп стоит варится
ягоды поспели",
,,,,,,,,,,,,,,,,,,,,,100,буһар,буһар,"1. варить, кипятить, готовить
2. обваривать, ошпаривать",446,v,,илиибин ууннан буһардым,илиибин ууга буһардым,я обварил руку кипятком,
,,,,,,,,,,,,,,,,,,,,,50,буус өлүөр,өлүөр өйдөөх,трезвый как стёклышко,447,adj,физические качества,,,,
,,,,,,,,,,,,,,,,,,,,,100,өлүөр,өлүөр,"1. здоровый, 2. трезвый",447,adj,,өлүөрбүн,өлүөрбүн,"я трезвый, я здоровый",
,,,,,,,,,,,,,,,,,,,,,100,өр,өр,долго,448,adv,наречие,,,,
,,,,,,,,,,,,,,,,,,,,,0,өс,сонун <sup>Монг</sup>,новость,449,n,,туок өс баарый?,туох сонун?,какие новости?,
,,,1,,,,,,,,,,,,,,,,,,95,өссүө <sup>рус</sup>,өссө <sup>рус</sup>,ещё,450,adv,наречие,,,,
,,,,,,,,,,,,,,,,,,,,,0,,наһа,очень,451,adv,наречие,,кини наһа үчүгэй,он очень хороший,
,,,,,,,,,,,,,,,,,,,,,100,олус,олус,слишком,451,adv,наречие,олус элбэк,олус элбэх,слишком много,
,,,,,,,,,,,,,,,,,,,,,50,,"
олус",очень,451,adv,наречие,,кини олус үчүгэй,он очень хороший,
,,,,,1,,,,,,,,,,,,,,,,90,бэрт,бэрт,очень,451,adv,наречие,гини бэрт үчүгүөй,кини үчүгэйэ бэрт,он очень хороший,
,,,,,,,,,,,,,,,,,,,,,50,,бэрт,"отличный, прекрасный",451,adj,наречие,,бу бэрт ас,это отличная еда,
,,,,,1,,,,,,,,,,,,,,17,24,71,бэртээк,бэртээхэй,"отличный, прекрасный",451,adj,наречие,бу бэртээк ас,бу бэртээхэй ас,это отличная еда,
,,,,,,,,,,,,,,,,,,,,,0,муньаа,,очень,451,adv,наречие,баай муньаалар эбит,,"они, видать, очень богатые",
,,,,,,,,,,,1,,,,,,,,,,95,"гилбэй, гылбай <sup>Тунг, Монг</sup>","килбэй, кылбай <sup>Тунг, Монг</sup>","блестеть, сверкать",452,v,,,,,
,,,,,,,,,,,,,,,,,1,,,,95,чагылый,чаҕылый,"сиять, блестеть",452,v,,,сулустар чаҕылыйаллара,звёзды сияют,
,,,,,,,,,,,1,,,,,,,,,,95,"гилбэгэр <sup>Тунг, Монг</sup>","килбэгир <sup>Тунг, Монг</sup>",блестящий,452,adj,,,,,
,,,,,,,,,,,,,,,1,,1,,,,90,чагылкай,чаҕылхай,яркий,452,adj,,чагылкай күн быата,чаҕылхай күн сардаҥата,ослепительные лучи солнца,
,,,,,,,,,,,,,,,,,,1,,,99,чыычаак,чыычаах,птичка,453,n,,,,,
,,,,,,,,,,,,,,,,,,,,,100,уһул,уһул,снимать,454,v,одежда,таӈаскын уһул,таҥаскын уһул,сними свою одежду,
,,,,,,,,,,,,,,,,,,,,,100,ыйаа,ыйаа,"1. вешать
2. взвешивать",455,v,,"бэргэһэ ыйааллан турар
атыыласпытын ыйаабыта","бэрҕэһэ ыйанан турар
атыыласпытын ыйаабыта","шапка висит
он взвесил покупку",
,,,,,,,,,,,,,,,,,,,,,100,кытар,кытар,краснеть,456,v,цвет,һаатан кытарбыт,саатан кытарбыт,он покраснел от стыда,
,,,,,,,,,,,,,,,,,,,,,100,мээнэ,мээнэ,"просто, напрасно",458,adv,наречие,,,,
,,,,,,,,,,,,,,,,,,,,,0,һиэсэ,мээнэ,более-менее,458,adv,наречие,урут һиэсэ үгүс этэ,урут мээнэ үгүс этэ,раньше как-то побольше было,
,,,,,,,,,,,,,,,,,,,,,100,өй,өй,"ум, разум; память",459,n,речь и мышление,"һытыы өй
өйүм бүппүт","cытыы өй
өйүм бүппүт","острый ум
не могу вспомнить",
